Pavarde           Vardas            Galutinis vid.  Galutinis med.  
Pavarde71990      Vardas39954       3.24            3.20
Pavarde68329      Vardas21949       3.24            3.40
Pavarde9981       Vardas1887        3.24            3.20
Pavarde16174      Vardas41289       3.24            3.00
Pavarde78771      Vardas76696       3.24            3.20
Pavarde47584      Vardas31134       3.24            2.80
Pavarde81979      Vardas55639       3.24            3.60
Pavarde62095      Vardas38811       3.24            3.80
Pavarde1007       Vardas6403        3.24            2.80
Pavarde10817      Vardas65584       3.24            3.20
Pavarde41008      Vardas99091       3.24            3.40
Pavarde49976      Vardas72595       3.24            3.20
Pavarde84657      Vardas666         3.24            3.60
Pavarde38890      Vardas40166       3.24            3.20
Pavarde24342      Vardas97394       3.24            3.40
Pavarde53666      Vardas3746        3.24            3.00
Pavarde25315      Vardas68607       3.24            2.80
Pavarde12533      Vardas17334       3.24            3.40
Pavarde90388      Vardas28150       3.24            3.40
Pavarde35304      Vardas19840       3.24            3.20
Pavarde20665      Vardas17400       3.24            3.00
Pavarde61578      Vardas4           3.24            3.20
Pavarde51143      Vardas23126       3.24            2.80
Pavarde25944      Vardas99976       3.24            2.80
Pavarde73370      Vardas27286       3.24            3.20
Pavarde76600      Vardas20991       3.24            2.80
Pavarde33650      Vardas80430       3.24            2.80
Pavarde46549      Vardas93468       3.24            2.80
Pavarde3013       Vardas63798       3.24            3.60
Pavarde24170      Vardas60074       3.24            3.40
Pavarde60291      Vardas98449       3.24            3.20
Pavarde21925      Vardas63894       3.24            3.40
Pavarde44048      Vardas55673       3.24            3.40
Pavarde96937      Vardas37046       3.24            3.20
Pavarde51083      Vardas68430       3.24            2.40
Pavarde54909      Vardas26107       3.24            3.60
Pavarde66497      Vardas50027       3.24            3.40
Pavarde1341       Vardas60103       3.24            3.20
Pavarde21513      Vardas1674        3.24            3.20
Pavarde61886      Vardas40007       3.24            3.00
Pavarde50598      Vardas43237       3.24            3.40
Pavarde89056      Vardas32743       3.24            2.80
Pavarde28236      Vardas10814       3.24            3.20
Pavarde86459      Vardas86104       3.24            2.40
Pavarde85086      Vardas43317       3.24            3.20
Pavarde57368      Vardas99443       3.24            3.40
Pavarde37355      Vardas27177       3.24            3.20
Pavarde88382      Vardas40110       3.24            3.40
Pavarde79243      Vardas53836       3.24            3.20
Pavarde83780      Vardas22943       3.24            3.20
Pavarde23889      Vardas38351       3.24            3.20
Pavarde40572      Vardas79955       3.24            3.40
Pavarde73647      Vardas98968       3.24            3.80
Pavarde71826      Vardas7139        3.24            3.20
Pavarde79066      Vardas83045       3.24            3.20
Pavarde21173      Vardas1513        3.24            3.20
Pavarde81675      Vardas96540       3.24            3.40
Pavarde1853       Vardas95036       3.24            2.80
Pavarde23500      Vardas28098       3.24            3.00
Pavarde8301       Vardas81887       3.24            2.80
Pavarde33508      Vardas79193       3.24            2.80
Pavarde32049      Vardas81924       3.24            3.20
Pavarde30267      Vardas2287        3.24            2.80
Pavarde93035      Vardas23807       3.24            3.40
Pavarde76867      Vardas14898       3.24            3.00
Pavarde15956      Vardas99607       3.24            3.20
Pavarde36409      Vardas94152       3.24            3.00
Pavarde75018      Vardas59494       3.24            2.80
Pavarde11035      Vardas41450       3.24            3.20
Pavarde27173      Vardas21286       3.24            3.80
Pavarde86870      Vardas56925       3.24            3.00
Pavarde4686       Vardas37344       3.24            3.40
Pavarde8770       Vardas29056       3.24            2.80
Pavarde58686      Vardas96247       3.24            2.60
Pavarde38154      Vardas56          3.24            3.40
Pavarde52023      Vardas80586       3.24            3.20
Pavarde36868      Vardas83245       3.24            3.40
Pavarde42659      Vardas60076       3.24            2.80
Pavarde70764      Vardas31695       3.24            3.40
Pavarde21920      Vardas54356       3.24            3.00
Pavarde83093      Vardas97719       3.24            2.80
Pavarde59332      Vardas41352       3.24            3.20
Pavarde82094      Vardas29179       3.24            3.40
Pavarde77959      Vardas10876       3.24            3.00
Pavarde35271      Vardas62800       3.24            2.80
Pavarde72607      Vardas25180       3.24            3.60
Pavarde25895      Vardas49156       3.24            2.80
Pavarde67118      Vardas7067        3.24            2.80
Pavarde53231      Vardas82068       3.24            3.40
Pavarde75396      Vardas14351       3.24            3.00
Pavarde526        Vardas41901       3.24            3.20
Pavarde4522       Vardas94316       3.24            3.40
Pavarde85147      Vardas91774       3.24            3.20
Pavarde55018      Vardas10179       3.24            3.20
Pavarde7165       Vardas56896       3.24            3.20
Pavarde42073      Vardas91088       3.24            3.80
Pavarde57570      Vardas11922       3.24            3.20
Pavarde55797      Vardas1128        3.24            3.20
Pavarde53638      Vardas74315       3.24            3.20
Pavarde64496      Vardas64123       3.24            3.00
Pavarde83010      Vardas92952       3.24            2.80
Pavarde3738       Vardas60127       3.24            3.20
Pavarde38864      Vardas28623       3.24            3.20
Pavarde99422      Vardas2494        3.24            3.40
Pavarde56249      Vardas25655       3.24            3.20
Pavarde39096      Vardas6810        3.24            3.20
Pavarde32403      Vardas51894       3.24            2.40
Pavarde26776      Vardas31425       3.24            3.20
Pavarde62736      Vardas99556       3.24            3.40
Pavarde61360      Vardas44981       3.24            3.20
Pavarde81655      Vardas76649       3.24            2.80
Pavarde72083      Vardas92642       3.24            2.80
Pavarde69484      Vardas32742       3.24            3.20
Pavarde71085      Vardas77107       3.24            3.40
Pavarde62061      Vardas4854        3.24            3.80
Pavarde58212      Vardas65795       3.24            3.60
Pavarde23262      Vardas10926       3.24            2.80
Pavarde55021      Vardas84032       3.24            3.40
Pavarde71694      Vardas85074       3.24            3.20
Pavarde75620      Vardas32760       3.24            3.40
Pavarde19434      Vardas2929        3.24            3.20
Pavarde74181      Vardas56025       3.24            2.80
Pavarde31541      Vardas96496       3.24            3.40
Pavarde45010      Vardas50264       3.24            2.80
Pavarde29491      Vardas9915        3.24            3.20
Pavarde25715      Vardas91610       3.24            4.00
Pavarde23904      Vardas86630       3.24            3.20
Pavarde51564      Vardas13076       3.24            3.00
Pavarde71728      Vardas90572       3.24            3.20
Pavarde4660       Vardas53028       3.24            2.80
Pavarde72561      Vardas90637       3.24            2.80
Pavarde8510       Vardas19583       3.24            3.20
Pavarde46260      Vardas97133       3.24            3.40
Pavarde24838      Vardas63383       3.24            3.20
Pavarde71070      Vardas17183       3.24            3.40
Pavarde80491      Vardas4730        3.24            3.40
Pavarde84844      Vardas28096       3.24            3.40
Pavarde37033      Vardas34490       3.24            2.80
Pavarde73535      Vardas82265       3.24            3.20
Pavarde91875      Vardas76019       3.24            3.60
Pavarde43295      Vardas36507       3.24            3.20
Pavarde83662      Vardas81266       3.24            3.20
Pavarde99204      Vardas82172       3.24            3.20
Pavarde91710      Vardas97023       3.24            3.20
Pavarde2774       Vardas85302       3.24            3.20
Pavarde13013      Vardas87230       3.24            3.40
Pavarde14790      Vardas77532       3.24            3.60
Pavarde75346      Vardas50432       3.24            3.60
Pavarde69215      Vardas18652       3.24            2.80
Pavarde37542      Vardas98180       3.24            3.20
Pavarde87119      Vardas17624       3.24            3.20
Pavarde24354      Vardas48490       3.24            3.40
Pavarde89456      Vardas31672       3.24            3.20
Pavarde95954      Vardas40860       3.24            3.20
Pavarde83750      Vardas53580       3.24            2.80
Pavarde60539      Vardas36032       3.24            3.20
Pavarde75798      Vardas38151       3.24            3.00
Pavarde33007      Vardas31074       3.24            3.20
Pavarde26282      Vardas14050       3.24            3.40
Pavarde81702      Vardas79559       3.24            2.80
Pavarde51378      Vardas29665       3.24            2.40
Pavarde41728      Vardas99739       3.24            3.80
Pavarde18131      Vardas21458       3.24            2.80
Pavarde5263       Vardas83844       3.24            3.40
Pavarde82681      Vardas65058       3.24            3.20
Pavarde3506       Vardas80928       3.24            3.20
Pavarde76347      Vardas13774       3.24            3.20
Pavarde77471      Vardas65153       3.24            2.80
Pavarde17236      Vardas76693       3.24            3.20
Pavarde26200      Vardas34340       3.24            2.80
Pavarde55648      Vardas37198       3.24            3.00
Pavarde52496      Vardas64271       3.24            3.20
Pavarde34144      Vardas68691       3.24            3.20
Pavarde25954      Vardas16889       3.24            3.40
Pavarde34392      Vardas7345        3.24            3.60
Pavarde32756      Vardas85762       3.24            2.80
Pavarde89165      Vardas77375       3.24            2.80
Pavarde79754      Vardas86116       3.24            3.20
Pavarde31548      Vardas62372       3.24            2.80
Pavarde12723      Vardas299         3.24            3.20
Pavarde34974      Vardas81549       3.24            3.40
Pavarde70387      Vardas15701       3.24            3.20
Pavarde14441      Vardas77335       3.24            3.40
Pavarde31683      Vardas17990       3.24            2.80
Pavarde57295      Vardas33158       3.24            3.20
Pavarde70388      Vardas26792       3.24            3.20
Pavarde72449      Vardas89888       3.24            3.40
Pavarde79057      Vardas46987       3.24            3.00
Pavarde89282      Vardas15083       3.24            2.80
Pavarde60769      Vardas68609       3.24            2.80
Pavarde89954      Vardas31179       3.24            3.40
Pavarde24716      Vardas60158       3.24            3.40
Pavarde62932      Vardas33730       3.24            3.40
Pavarde43545      Vardas59118       3.24            3.20
Pavarde24456      Vardas5619        3.24            3.20
Pavarde91819      Vardas56824       3.24            3.20
Pavarde1344       Vardas18369       3.24            3.40
Pavarde52437      Vardas26940       3.24            2.80
Pavarde26940      Vardas57945       3.24            3.20
Pavarde79242      Vardas76988       3.24            3.00
Pavarde37093      Vardas52025       3.24            3.00
Pavarde3022       Vardas94411       3.24            3.40
Pavarde78453      Vardas46547       3.24            2.80
Pavarde46361      Vardas75522       3.24            3.40
Pavarde64381      Vardas69692       3.24            3.00
Pavarde56115      Vardas98365       3.24            3.40
Pavarde23012      Vardas28670       3.24            3.00
Pavarde82113      Vardas21830       3.24            2.80
Pavarde84089      Vardas63440       3.24            3.20
Pavarde62978      Vardas73947       3.24            3.40
Pavarde20618      Vardas58634       3.24            3.20
Pavarde77144      Vardas47154       3.24            3.20
Pavarde35496      Vardas48871       3.24            3.00
Pavarde56204      Vardas47617       3.24            3.60
Pavarde78306      Vardas56680       3.24            3.00
Pavarde33957      Vardas41487       3.24            3.20
Pavarde20105      Vardas58164       3.24            3.40
Pavarde54893      Vardas6043        3.24            3.40
Pavarde24216      Vardas1055        3.24            3.40
Pavarde66185      Vardas18259       3.24            2.80
Pavarde29812      Vardas86113       3.24            3.20
Pavarde43196      Vardas22709       3.24            3.20
Pavarde61633      Vardas69787       3.24            3.20
Pavarde83356      Vardas81451       3.24            3.20
Pavarde57922      Vardas4127        3.24            3.20
Pavarde26964      Vardas49317       3.24            3.20
Pavarde60353      Vardas31921       3.24            3.20
Pavarde88092      Vardas16458       3.24            3.40
Pavarde34942      Vardas57915       3.24            3.20
Pavarde6790       Vardas63316       3.24            2.80
Pavarde71311      Vardas42263       3.24            3.20
Pavarde56088      Vardas22234       3.24            3.20
Pavarde29268      Vardas51138       3.24            3.20
Pavarde75930      Vardas42596       3.24            2.80
Pavarde38125      Vardas22964       3.24            3.20
Pavarde79527      Vardas73561       3.24            3.20
Pavarde42603      Vardas18728       3.24            3.00
Pavarde97757      Vardas75633       3.24            3.20
Pavarde31532      Vardas46354       3.24            3.20
Pavarde55310      Vardas13862       3.24            3.20
Pavarde42455      Vardas30688       3.24            3.00
Pavarde6888       Vardas84350       3.24            3.60
Pavarde93206      Vardas53837       3.24            2.80
Pavarde3797       Vardas78810       3.24            3.40
Pavarde70766      Vardas326         3.24            2.80
Pavarde87632      Vardas34130       3.24            3.40
Pavarde95454      Vardas7456        3.24            3.40
Pavarde91594      Vardas84456       3.24            3.20
Pavarde87635      Vardas63797       3.24            3.80
Pavarde44332      Vardas32443       3.24            3.40
Pavarde29964      Vardas77503       3.24            2.80
Pavarde14668      Vardas55480       3.24            3.20
Pavarde69860      Vardas54698       3.24            2.80
Pavarde76695      Vardas24026       3.24            3.20
Pavarde36100      Vardas70666       3.24            2.40
Pavarde14806      Vardas40468       3.24            3.40
Pavarde32568      Vardas39898       3.24            2.80
Pavarde47398      Vardas8310        3.24            2.80
Pavarde39698      Vardas4567        3.24            3.00
Pavarde22416      Vardas3590        3.24            3.40
Pavarde75605      Vardas38241       3.24            2.80
Pavarde8826       Vardas28068       3.24            3.20
Pavarde32308      Vardas43194       3.24            3.40
Pavarde3744       Vardas55944       3.24            3.20
Pavarde90231      Vardas54283       3.24            3.20
Pavarde75107      Vardas79112       3.24            3.20
Pavarde8048       Vardas4737        3.24            3.20
Pavarde75310      Vardas84652       3.24            3.20
Pavarde76702      Vardas54080       3.24            3.60
Pavarde98857      Vardas98219       3.24            2.80
Pavarde56719      Vardas76642       3.24            2.80
Pavarde55850      Vardas53763       3.24            3.20
Pavarde90388      Vardas95149       3.24            3.80
Pavarde39755      Vardas41886       3.24            3.20
Pavarde5887       Vardas38040       3.24            3.60
Pavarde51465      Vardas54406       3.24            3.20
Pavarde17620      Vardas72230       3.24            3.20
Pavarde34841      Vardas97692       3.24            3.40
Pavarde63385      Vardas28018       3.24            3.40
Pavarde60022      Vardas10655       3.24            3.00
Pavarde98699      Vardas70230       3.24            2.80
Pavarde62004      Vardas8715        3.24            2.80
Pavarde85177      Vardas15286       3.24            2.80
Pavarde6308       Vardas79786       3.24            3.40
Pavarde27315      Vardas79990       3.24            3.40
Pavarde27226      Vardas40362       3.24            3.60
Pavarde84673      Vardas90067       3.24            3.40
Pavarde53929      Vardas68763       3.24            3.20
Pavarde53629      Vardas84055       3.24            2.80
Pavarde78204      Vardas38758       3.24            3.60
Pavarde98528      Vardas90865       3.24            3.20
Pavarde45805      Vardas7655        3.24            3.20
Pavarde35066      Vardas69012       3.24            3.60
Pavarde5302       Vardas30840       3.24            3.40
Pavarde61780      Vardas31915       3.24            2.40
Pavarde89168      Vardas36926       3.24            2.80
Pavarde96587      Vardas63720       3.24            3.40
Pavarde70834      Vardas65230       3.24            2.80
Pavarde38398      Vardas271         3.24            3.20
Pavarde35982      Vardas61384       3.24            2.80
Pavarde79220      Vardas45869       3.24            3.40
Pavarde29739      Vardas16550       3.24            2.80
Pavarde67948      Vardas25804       3.24            2.80
Pavarde11720      Vardas56712       3.24            3.40
Pavarde14001      Vardas39457       3.24            3.80
Pavarde45947      Vardas17901       3.24            2.80
Pavarde45197      Vardas18693       3.24            3.00
Pavarde64676      Vardas2813        3.24            3.20
Pavarde56257      Vardas26411       3.24            3.40
Pavarde80047      Vardas25984       3.24            3.80
Pavarde5532       Vardas46055       3.24            3.40
Pavarde99405      Vardas7557        3.24            3.20
Pavarde96324      Vardas57003       3.24            3.20
Pavarde46759      Vardas50419       3.24            2.40
Pavarde76292      Vardas13095       3.24            3.20
Pavarde84865      Vardas84129       3.24            3.60
Pavarde25212      Vardas6922        3.24            3.60
Pavarde84392      Vardas27340       3.24            2.80
Pavarde36508      Vardas81769       3.24            3.40
Pavarde83958      Vardas69777       3.24            2.80
Pavarde72424      Vardas16582       3.24            3.80
Pavarde27561      Vardas6637        3.24            3.20
Pavarde40594      Vardas58392       3.24            3.20
Pavarde89857      Vardas79250       3.24            3.20
Pavarde76954      Vardas89102       3.24            3.20
Pavarde56639      Vardas6745        3.24            3.80
Pavarde99169      Vardas2446        3.24            3.20
Pavarde90549      Vardas46941       3.24            3.40
Pavarde97558      Vardas5927        3.24            2.80
Pavarde88377      Vardas10710       3.24            3.00
Pavarde92886      Vardas75781       3.24            3.00
Pavarde3300       Vardas21957       3.24            3.80
Pavarde13969      Vardas61847       3.24            3.40
Pavarde86754      Vardas6414        3.24            3.20
Pavarde88622      Vardas50124       3.24            3.20
Pavarde49454      Vardas29677       3.24            3.20
Pavarde4948       Vardas36606       3.24            3.40
Pavarde78879      Vardas47428       3.24            3.20
Pavarde35299      Vardas11510       3.24            2.80
Pavarde70977      Vardas96427       3.24            3.20
Pavarde49107      Vardas1051        3.24            3.20
Pavarde70967      Vardas499         3.24            3.80
Pavarde71789      Vardas27030       3.24            3.40
Pavarde27823      Vardas22660       3.24            2.80
Pavarde26701      Vardas92158       3.24            2.80
Pavarde52170      Vardas4442        3.24            3.20
Pavarde31575      Vardas78788       3.24            2.80
Pavarde87729      Vardas94934       3.24            3.00
Pavarde66330      Vardas74881       3.24            3.20
Pavarde93563      Vardas476         3.24            3.00
Pavarde74126      Vardas81319       3.24            3.40
Pavarde94882      Vardas74246       3.24            2.40
Pavarde43958      Vardas81318       3.24            3.60
Pavarde460        Vardas40610       3.24            3.20
Pavarde24999      Vardas69601       3.24            3.20
Pavarde24500      Vardas38190       3.24            3.20
Pavarde15911      Vardas86612       3.28            3.00
Pavarde28482      Vardas27902       3.28            3.00
Pavarde99869      Vardas55432       3.28            2.60
Pavarde87225      Vardas15321       3.28            3.00
Pavarde90415      Vardas58145       3.28            3.00
Pavarde75960      Vardas53015       3.28            3.00
Pavarde34371      Vardas90004       3.28            3.00
Pavarde57547      Vardas12731       3.28            3.40
Pavarde24386      Vardas90896       3.28            3.00
Pavarde97190      Vardas22236       3.28            2.60
Pavarde3883       Vardas15644       3.28            3.00
Pavarde88534      Vardas23045       3.28            3.00
Pavarde90552      Vardas643         3.28            3.00
Pavarde61121      Vardas34          3.28            3.00
Pavarde79067      Vardas19301       3.28            3.00
Pavarde40336      Vardas73761       3.28            3.00
Pavarde6787       Vardas67196       3.28            3.00
Pavarde65031      Vardas30356       3.28            3.00
Pavarde46657      Vardas40470       3.28            3.00
Pavarde74705      Vardas28655       3.28            3.00
Pavarde21796      Vardas21446       3.28            2.60
Pavarde99800      Vardas51178       3.28            2.60
Pavarde28872      Vardas58153       3.28            2.60
Pavarde79948      Vardas12227       3.28            2.60
Pavarde2280       Vardas37129       3.28            2.60
Pavarde69678      Vardas77648       3.28            3.40
Pavarde30034      Vardas18894       3.28            3.00
Pavarde4703       Vardas28347       3.28            3.00
Pavarde45931      Vardas52085       3.28            3.00
Pavarde78584      Vardas40615       3.28            2.60
Pavarde6124       Vardas79715       3.28            2.60
Pavarde32631      Vardas78818       3.28            3.00
Pavarde47929      Vardas92296       3.28            3.40
Pavarde78222      Vardas51926       3.28            2.60
Pavarde17163      Vardas90777       3.28            3.40
Pavarde33329      Vardas62045       3.28            3.00
Pavarde61568      Vardas49230       3.28            3.40
Pavarde7321       Vardas18922       3.28            3.00
Pavarde38094      Vardas76575       3.28            3.40
Pavarde77835      Vardas54681       3.28            3.20
Pavarde64387      Vardas32111       3.28            3.00
Pavarde66036      Vardas6056        3.28            2.60
Pavarde8770       Vardas32751       3.28            3.40
Pavarde33031      Vardas7053        3.28            3.00
Pavarde86643      Vardas26585       3.28            3.00
Pavarde29210      Vardas74635       3.28            3.00
Pavarde2655       Vardas99927       3.28            2.60
Pavarde69739      Vardas34837       3.28            3.00
Pavarde39824      Vardas69780       3.28            2.60
Pavarde66048      Vardas41298       3.28            3.00
Pavarde56299      Vardas99728       3.28            2.60
Pavarde6863       Vardas61573       3.28            3.00
Pavarde787        Vardas30554       3.28            3.00
Pavarde85468      Vardas61197       3.28            3.40
Pavarde77157      Vardas49326       3.28            2.60
Pavarde16084      Vardas17191       3.28            2.60
Pavarde86255      Vardas94672       3.28            3.00
Pavarde1752       Vardas6778        3.28            3.00
Pavarde35291      Vardas27349       3.28            3.00
Pavarde34466      Vardas90956       3.28            3.00
Pavarde9836       Vardas99226       3.28            3.00
Pavarde18886      Vardas75562       3.28            2.60
Pavarde57229      Vardas61219       3.28            3.00
Pavarde353        Vardas25503       3.28            3.00
Pavarde43945      Vardas98662       3.28            3.40
Pavarde30365      Vardas193         3.28            3.00
Pavarde27492      Vardas57974       3.28            2.60
Pavarde72308      Vardas83420       3.28            3.20
Pavarde79995      Vardas81956       3.28            3.00
Pavarde47885      Vardas27904       3.28            3.20
Pavarde2684       Vardas2077        3.28            2.80
Pavarde80191      Vardas78357       3.28            3.20
Pavarde53892      Vardas90166       3.28            3.40
Pavarde25478      Vardas22267       3.28            3.00
Pavarde27364      Vardas33347       3.28            2.80
Pavarde76004      Vardas40835       3.28            2.80
Pavarde77112      Vardas79410       3.28            3.00
Pavarde83261      Vardas14435       3.28            2.80
Pavarde33530      Vardas51834       3.28            3.20
Pavarde86593      Vardas19016       3.28            3.20
Pavarde39100      Vardas7149        3.28            3.80
Pavarde56331      Vardas98627       3.28            3.60
Pavarde44120      Vardas95241       3.28            3.40
Pavarde10206      Vardas32655       3.28            2.80
Pavarde14347      Vardas20779       3.28            3.20
Pavarde68218      Vardas12893       3.28            3.40
Pavarde51784      Vardas26083       3.28            3.40
Pavarde56299      Vardas83324       3.28            3.20
Pavarde14632      Vardas66613       3.28            3.40
Pavarde7864       Vardas86968       3.28            3.40
Pavarde17788      Vardas96596       3.28            3.40
Pavarde62955      Vardas76487       3.28            3.20
Pavarde56842      Vardas85579       3.28            3.00
Pavarde52401      Vardas80414       3.28            3.20
Pavarde44780      Vardas32473       3.28            2.80
Pavarde442        Vardas95066       3.28            3.60
Pavarde4813       Vardas13900       3.28            3.20
Pavarde8333       Vardas71468       3.28            2.80
Pavarde15092      Vardas97911       3.28            2.80
Pavarde88484      Vardas19885       3.28            3.20
Pavarde21577      Vardas4804        3.28            2.80
Pavarde5246       Vardas93025       3.28            3.00
Pavarde89896      Vardas63767       3.28            2.80
Pavarde27900      Vardas26932       3.28            3.00
Pavarde63814      Vardas8275        3.28            3.20
Pavarde16581      Vardas18340       3.28            3.40
Pavarde51293      Vardas58886       3.28            3.80
Pavarde49492      Vardas2009        3.28            2.80
Pavarde74076      Vardas66950       3.28            3.20
Pavarde69390      Vardas98682       3.28            3.20
Pavarde68296      Vardas36937       3.28            3.40
Pavarde94501      Vardas90520       3.28            3.80
Pavarde55909      Vardas2485        3.28            3.20
Pavarde15331      Vardas29484       3.28            3.20
Pavarde3250       Vardas8652        3.28            3.20
Pavarde46325      Vardas87548       3.28            3.20
Pavarde88838      Vardas36200       3.28            2.80
Pavarde61982      Vardas61219       3.28            2.80
Pavarde80135      Vardas74721       3.28            3.40
Pavarde52988      Vardas902         3.28            2.80
Pavarde58412      Vardas41554       3.28            3.20
Pavarde16978      Vardas31692       3.28            3.20
Pavarde14394      Vardas93811       3.28            2.40
Pavarde96111      Vardas38968       3.28            3.80
Pavarde84371      Vardas63601       3.28            3.60
Pavarde18248      Vardas33560       3.28            3.40
Pavarde79404      Vardas89644       3.28            3.40
Pavarde73360      Vardas32451       3.28            3.60
Pavarde5262       Vardas41438       3.28            3.20
Pavarde88163      Vardas3647        3.28            3.20
Pavarde50360      Vardas60308       3.28            3.40
Pavarde41889      Vardas51966       3.28            3.20
Pavarde59760      Vardas39495       3.28            3.20
Pavarde67122      Vardas31261       3.28            3.80
Pavarde36827      Vardas55226       3.28            3.40
Pavarde17328      Vardas66768       3.28            3.40
Pavarde20152      Vardas92294       3.28            2.80
Pavarde46013      Vardas76772       3.28            2.80
Pavarde14653      Vardas44699       3.28            3.00
Pavarde36571      Vardas33425       3.28            3.60
Pavarde10203      Vardas38820       3.28            3.40
Pavarde84432      Vardas31149       3.28            3.40
Pavarde172        Vardas19077       3.28            3.40
Pavarde5168       Vardas83880       3.28            3.80
Pavarde84800      Vardas88401       3.28            2.80
Pavarde29433      Vardas91956       3.28            3.20
Pavarde45082      Vardas49455       3.28            3.60
Pavarde4440       Vardas4303        3.28            3.60
Pavarde94782      Vardas84105       3.28            3.20
Pavarde86337      Vardas62904       3.28            2.80
Pavarde38432      Vardas68905       3.28            3.20
Pavarde5261       Vardas24343       3.28            3.20
Pavarde8787       Vardas65649       3.28            3.20
Pavarde70111      Vardas56602       3.28            3.60
Pavarde88265      Vardas71276       3.28            3.20
Pavarde77486      Vardas36111       3.28            2.80
Pavarde71812      Vardas64147       3.28            3.20
Pavarde61229      Vardas60945       3.28            3.80
Pavarde5067       Vardas26848       3.28            3.20
Pavarde82054      Vardas95160       3.28            2.80
Pavarde72894      Vardas24638       3.28            3.60
Pavarde82184      Vardas83777       3.28            3.20
Pavarde78476      Vardas76107       3.28            3.20
Pavarde42275      Vardas50103       3.28            3.20
Pavarde26950      Vardas58236       3.28            3.40
Pavarde57565      Vardas91737       3.28            3.40
Pavarde22109      Vardas55076       3.28            3.60
Pavarde4707       Vardas20356       3.28            3.20
Pavarde59314      Vardas39245       3.28            2.80
Pavarde59462      Vardas14820       3.28            2.80
Pavarde70061      Vardas22514       3.28            2.80
Pavarde19929      Vardas84267       3.28            2.80
Pavarde10193      Vardas18447       3.28            3.20
Pavarde17637      Vardas25962       3.28            2.80
Pavarde18557      Vardas1079        3.28            3.20
Pavarde25195      Vardas59759       3.28            3.20
Pavarde69343      Vardas44494       3.28            2.80
Pavarde61242      Vardas90756       3.28            3.20
Pavarde51601      Vardas96253       3.28            3.20
Pavarde75018      Vardas52205       3.28            2.80
Pavarde32359      Vardas74623       3.28            2.80
Pavarde51769      Vardas68656       3.28            3.00
Pavarde39033      Vardas89993       3.28            2.80
Pavarde81064      Vardas32838       3.28            2.80
Pavarde21060      Vardas13961       3.28            3.20
Pavarde87369      Vardas31000       3.28            2.80
Pavarde70901      Vardas41055       3.28            3.40
Pavarde77157      Vardas99985       3.28            3.40
Pavarde35381      Vardas14307       3.28            3.20
Pavarde94090      Vardas28959       3.28            2.80
Pavarde4035       Vardas95346       3.28            3.20
Pavarde68285      Vardas59405       3.28            3.60
Pavarde83929      Vardas94910       3.28            3.20
Pavarde5954       Vardas2744        3.28            3.20
Pavarde51520      Vardas18681       3.28            3.20
Pavarde61572      Vardas80087       3.28            3.20
Pavarde4824       Vardas50160       3.28            3.00
Pavarde9896       Vardas31602       3.28            2.80
Pavarde62553      Vardas60362       3.28            3.80
Pavarde3603       Vardas57295       3.28            3.40
Pavarde66625      Vardas71204       3.28            3.20
Pavarde57748      Vardas29035       3.28            2.80
Pavarde15891      Vardas21368       3.28            3.20
Pavarde3132       Vardas23040       3.28            3.20
Pavarde19913      Vardas74932       3.28            3.60
Pavarde23503      Vardas5071        3.28            3.40
Pavarde63662      Vardas93743       3.28            3.20
Pavarde13487      Vardas7118        3.28            3.20
Pavarde82594      Vardas18076       3.28            3.20
Pavarde47772      Vardas53662       3.28            2.80
Pavarde44067      Vardas50550       3.28            3.00
Pavarde98995      Vardas10972       3.28            3.20
Pavarde84419      Vardas90025       3.28            3.40
Pavarde65610      Vardas87578       3.28            3.40
Pavarde29558      Vardas23541       3.28            3.00
Pavarde12031      Vardas96441       3.28            3.80
Pavarde23619      Vardas42498       3.28            2.80
Pavarde32383      Vardas84732       3.28            3.20
Pavarde75032      Vardas1522        3.28            3.20
Pavarde2674       Vardas46334       3.28            3.40
Pavarde96259      Vardas94274       3.28            3.60
Pavarde3127       Vardas18018       3.28            2.80
Pavarde62660      Vardas46427       3.28            3.40
Pavarde81264      Vardas11858       3.28            3.20
Pavarde41887      Vardas13914       3.28            3.20
Pavarde27022      Vardas55535       3.28            3.20
Pavarde89046      Vardas37277       3.28            3.20
Pavarde58046      Vardas42833       3.28            4.00
Pavarde27778      Vardas40481       3.28            3.20
Pavarde96707      Vardas5570        3.28            3.40
Pavarde18747      Vardas14347       3.28            2.80
Pavarde79468      Vardas92774       3.28            3.40
Pavarde80515      Vardas17          3.28            3.20
Pavarde49254      Vardas48830       3.28            3.80
Pavarde7031       Vardas15929       3.28            3.60
Pavarde96997      Vardas84522       3.28            3.40
Pavarde81168      Vardas78339       3.28            2.40
Pavarde381        Vardas76549       3.28            3.20
Pavarde86889      Vardas98802       3.28            3.40
Pavarde52639      Vardas76052       3.28            3.20
Pavarde60775      Vardas89435       3.28            2.80
Pavarde55787      Vardas27904       3.28            2.80
Pavarde98220      Vardas69004       3.28            3.20
Pavarde21502      Vardas51125       3.28            2.80
Pavarde61943      Vardas53555       3.28            2.80
Pavarde53393      Vardas31474       3.28            3.00
Pavarde53247      Vardas72667       3.28            3.40
Pavarde9444       Vardas84999       3.28            3.60
Pavarde60729      Vardas98800       3.28            2.80
Pavarde20196      Vardas64031       3.28            3.20
Pavarde39827      Vardas32074       3.28            3.40
Pavarde27318      Vardas89653       3.28            3.20
