Pavarde           Vardas            Galutinis vid.  Galutinis med.  
Pavarde65571      Vardas54490       6.12            6.40
Pavarde84895      Vardas99075       6.12            6.20
Pavarde45990      Vardas80217       6.12            5.80
Pavarde55041      Vardas74880       6.12            6.20
Pavarde41506      Vardas15729       6.12            6.40
Pavarde9461       Vardas48602       6.12            6.40
Pavarde84099      Vardas21771       6.12            6.00
Pavarde75574      Vardas11275       6.12            5.40
Pavarde76738      Vardas20366       6.12            6.00
Pavarde99253      Vardas47643       6.12            5.80
Pavarde56946      Vardas87774       6.12            6.80
Pavarde69346      Vardas10590       6.12            6.00
Pavarde63809      Vardas34622       6.12            6.40
Pavarde39650      Vardas89076       6.12            5.80
Pavarde59578      Vardas22216       6.12            6.00
Pavarde57636      Vardas82735       6.12            5.80
Pavarde1550       Vardas483         6.12            6.20
Pavarde4425       Vardas52433       6.12            6.20
Pavarde11262      Vardas28699       6.12            6.40
Pavarde14096      Vardas70945       6.12            5.80
Pavarde31551      Vardas62074       6.12            5.80
Pavarde45575      Vardas77926       6.12            5.80
Pavarde3180       Vardas26473       6.12            6.20
Pavarde89834      Vardas58597       6.12            6.40
Pavarde77581      Vardas2939        6.12            6.40
Pavarde84119      Vardas49814       6.12            6.00
Pavarde3725       Vardas32340       6.12            6.40
Pavarde24873      Vardas23148       6.12            6.00
Pavarde65692      Vardas97956       6.12            5.80
Pavarde35091      Vardas69048       6.12            5.80
Pavarde20808      Vardas99791       6.12            6.40
Pavarde10199      Vardas44068       6.12            6.00
Pavarde98574      Vardas16536       6.12            5.80
Pavarde18308      Vardas1215        6.12            6.00
Pavarde24624      Vardas52411       6.12            5.40
Pavarde19912      Vardas47567       6.12            6.00
Pavarde58672      Vardas74285       6.12            6.00
Pavarde8127       Vardas82999       6.12            6.40
Pavarde76496      Vardas85116       6.12            6.00
Pavarde99923      Vardas28371       6.12            5.80
Pavarde14917      Vardas305         6.12            6.00
Pavarde22044      Vardas30722       6.12            6.40
Pavarde83342      Vardas66534       6.12            6.00
Pavarde7750       Vardas7129        6.12            6.20
Pavarde94281      Vardas78030       6.12            6.20
Pavarde87078      Vardas26579       6.12            5.80
Pavarde54225      Vardas23132       6.12            6.40
Pavarde97902      Vardas63917       6.12            5.80
Pavarde96210      Vardas66297       6.12            5.80
Pavarde68293      Vardas64373       6.12            5.80
Pavarde38044      Vardas73231       6.12            6.00
Pavarde58550      Vardas48783       6.12            6.40
Pavarde61543      Vardas26220       6.12            5.80
Pavarde36984      Vardas69899       6.12            6.00
Pavarde60684      Vardas82497       6.12            6.00
Pavarde78459      Vardas18213       6.12            6.00
Pavarde51755      Vardas87375       6.12            6.40
Pavarde24886      Vardas51536       6.12            6.20
Pavarde49597      Vardas12130       6.12            6.00
Pavarde23714      Vardas2995        6.12            5.80
Pavarde48422      Vardas3294        6.12            6.20
Pavarde1720       Vardas18880       6.12            6.40
Pavarde15305      Vardas22790       6.12            6.20
Pavarde42595      Vardas38768       6.12            6.40
Pavarde3293       Vardas59139       6.12            5.80
Pavarde21819      Vardas73534       6.12            6.00
Pavarde45645      Vardas63943       6.12            5.80
Pavarde48640      Vardas99246       6.12            5.60
Pavarde99181      Vardas16768       6.12            6.00
Pavarde52185      Vardas21121       6.12            5.80
Pavarde91804      Vardas61715       6.12            6.00
Pavarde53183      Vardas36662       6.12            5.80
Pavarde19222      Vardas39511       6.12            6.20
Pavarde3363       Vardas73866       6.12            6.40
Pavarde92340      Vardas90900       6.12            6.40
Pavarde9203       Vardas37755       6.12            5.80
Pavarde60984      Vardas9108        6.12            5.80
Pavarde65917      Vardas55156       6.12            6.80
Pavarde84594      Vardas6711        6.12            5.80
Pavarde62976      Vardas15903       6.12            6.00
Pavarde68195      Vardas8965        6.12            5.80
Pavarde95153      Vardas20213       6.12            5.80
Pavarde11802      Vardas20553       6.12            6.20
Pavarde23356      Vardas43325       6.12            6.00
Pavarde39816      Vardas13647       6.12            5.40
Pavarde90406      Vardas63892       6.12            6.00
Pavarde76787      Vardas88716       6.12            6.80
Pavarde7649       Vardas45038       6.12            5.80
Pavarde85782      Vardas48077       6.12            6.40
Pavarde20521      Vardas78175       6.12            6.00
Pavarde61577      Vardas41530       6.12            6.40
Pavarde11351      Vardas15281       6.12            6.20
Pavarde48674      Vardas22923       6.12            5.60
Pavarde25906      Vardas65882       6.12            6.00
Pavarde15217      Vardas54284       6.12            6.40
Pavarde64534      Vardas26542       6.12            6.00
Pavarde16210      Vardas77680       6.12            6.20
Pavarde16194      Vardas6606        6.12            5.80
Pavarde75265      Vardas67515       6.12            6.00
Pavarde41023      Vardas54304       6.12            6.20
Pavarde72271      Vardas94047       6.12            6.00
Pavarde57503      Vardas80884       6.12            6.20
Pavarde12796      Vardas44919       6.12            6.40
Pavarde59098      Vardas34158       6.12            6.20
Pavarde67310      Vardas1403        6.12            5.60
Pavarde7072       Vardas37463       6.12            6.00
Pavarde82304      Vardas71996       6.12            5.40
Pavarde91953      Vardas89770       6.12            6.40
Pavarde10193      Vardas69719       6.12            5.60
Pavarde48375      Vardas7840        6.12            6.80
Pavarde66360      Vardas83413       6.12            6.20
Pavarde85241      Vardas42573       6.12            6.20
Pavarde98271      Vardas83368       6.12            5.80
Pavarde28028      Vardas69583       6.12            5.80
Pavarde46541      Vardas58184       6.12            6.00
Pavarde72147      Vardas79118       6.12            5.80
Pavarde49746      Vardas74112       6.12            6.00
Pavarde72378      Vardas874         6.12            5.40
Pavarde24295      Vardas57605       6.12            6.20
Pavarde19595      Vardas12515       6.12            5.80
Pavarde91063      Vardas32024       6.12            6.20
Pavarde52186      Vardas1289        6.12            6.20
Pavarde75600      Vardas55764       6.12            5.80
Pavarde43153      Vardas53275       6.12            6.00
Pavarde62580      Vardas62963       6.12            6.00
Pavarde24341      Vardas21000       6.12            6.00
Pavarde32377      Vardas53690       6.12            5.80
Pavarde80579      Vardas48558       6.12            5.80
Pavarde3114       Vardas54760       6.12            5.80
Pavarde31950      Vardas94479       6.12            6.00
Pavarde67611      Vardas76517       6.12            5.40
Pavarde16399      Vardas79745       6.12            5.80
Pavarde6548       Vardas67350       6.12            6.40
Pavarde82989      Vardas25240       6.12            5.80
Pavarde94699      Vardas52385       6.12            5.80
Pavarde77363      Vardas72293       6.12            5.80
Pavarde63730      Vardas8412        6.12            6.40
Pavarde97778      Vardas14174       6.12            6.00
Pavarde19195      Vardas51446       6.12            6.00
Pavarde90067      Vardas34951       6.16            6.60
Pavarde97791      Vardas81452       6.16            5.60
Pavarde59688      Vardas76868       6.16            5.80
Pavarde62167      Vardas82509       6.16            6.20
Pavarde45430      Vardas42832       6.16            5.80
Pavarde28759      Vardas23249       6.16            6.40
Pavarde55579      Vardas70543       6.16            6.20
Pavarde33356      Vardas1859        6.16            6.40
Pavarde71134      Vardas95356       6.16            5.80
Pavarde83053      Vardas80957       6.16            5.40
Pavarde97902      Vardas15280       6.16            5.80
Pavarde92790      Vardas88252       6.16            6.00
Pavarde98395      Vardas2494        6.16            6.00
Pavarde43588      Vardas58737       6.16            6.20
Pavarde14352      Vardas82964       6.16            6.00
Pavarde42569      Vardas99918       6.16            6.20
Pavarde4726       Vardas27431       6.16            6.00
Pavarde43669      Vardas31491       6.16            6.40
Pavarde7407       Vardas68070       6.16            5.80
Pavarde2534       Vardas56087       6.16            6.40
Pavarde98646      Vardas28853       6.16            5.80
Pavarde95302      Vardas69950       6.16            6.20
Pavarde73760      Vardas32772       6.16            5.80
Pavarde37263      Vardas25880       6.16            6.00
Pavarde60295      Vardas56739       6.16            5.80
Pavarde86197      Vardas75049       6.16            6.00
Pavarde49273      Vardas46641       6.16            6.40
Pavarde69553      Vardas29499       6.16            6.00
Pavarde77409      Vardas69675       6.16            6.40
Pavarde19149      Vardas81346       6.16            5.80
Pavarde43058      Vardas80395       6.16            5.80
Pavarde74907      Vardas68080       6.16            6.20
Pavarde70173      Vardas80706       6.16            5.80
Pavarde10415      Vardas20142       6.16            5.80
Pavarde80242      Vardas90233       6.16            6.40
Pavarde9556       Vardas35494       6.16            6.20
Pavarde61407      Vardas18753       6.16            5.80
Pavarde78063      Vardas31005       6.16            6.20
Pavarde92982      Vardas81660       6.16            6.60
Pavarde54333      Vardas18336       6.16            6.00
Pavarde18121      Vardas39386       6.16            5.80
Pavarde52420      Vardas60588       6.16            5.60
Pavarde77468      Vardas83146       6.16            5.80
Pavarde52849      Vardas140         6.16            6.00
Pavarde55611      Vardas70424       6.16            5.80
Pavarde42599      Vardas44254       6.16            5.60
Pavarde69764      Vardas40715       6.16            6.40
Pavarde16343      Vardas26563       6.16            6.00
Pavarde44122      Vardas12576       6.16            6.00
Pavarde24262      Vardas7309        6.16            6.00
Pavarde57686      Vardas73988       6.16            6.40
Pavarde54617      Vardas91094       6.16            6.20
Pavarde7565       Vardas34488       6.16            5.80
Pavarde69742      Vardas45089       6.16            5.80
Pavarde77977      Vardas85318       6.16            6.60
Pavarde58556      Vardas13618       6.16            5.80
Pavarde91965      Vardas43525       6.16            6.40
Pavarde46524      Vardas38905       6.16            6.00
Pavarde15836      Vardas26694       6.16            6.20
Pavarde86530      Vardas74727       6.16            6.20
Pavarde85626      Vardas2314        6.16            6.00
Pavarde42272      Vardas55583       6.16            6.00
Pavarde59764      Vardas96664       6.16            5.80
Pavarde86391      Vardas39782       6.16            6.80
Pavarde30472      Vardas27272       6.16            5.80
Pavarde25391      Vardas36696       6.16            6.40
Pavarde98384      Vardas98832       6.16            6.20
Pavarde55328      Vardas35496       6.16            5.80
Pavarde75122      Vardas81462       6.16            5.80
Pavarde43733      Vardas44034       6.16            5.80
Pavarde13850      Vardas71932       6.16            6.40
Pavarde71372      Vardas38026       6.16            6.40
Pavarde40164      Vardas13379       6.16            5.80
Pavarde89790      Vardas79702       6.16            6.20
Pavarde84285      Vardas93756       6.16            6.40
Pavarde2733       Vardas39039       6.16            5.80
Pavarde36750      Vardas13920       6.16            5.40
Pavarde38837      Vardas74552       6.16            6.20
Pavarde34460      Vardas30913       6.16            5.80
Pavarde92814      Vardas60317       6.16            6.40
Pavarde63257      Vardas90512       6.16            5.80
Pavarde28468      Vardas72534       6.16            5.80
Pavarde29943      Vardas15187       6.16            5.40
Pavarde39051      Vardas90838       6.16            5.80
Pavarde99211      Vardas11460       6.16            6.60
Pavarde61121      Vardas96730       6.16            5.80
Pavarde79736      Vardas5152        6.16            5.80
Pavarde58124      Vardas54745       6.16            5.80
Pavarde62548      Vardas79671       6.16            5.80
Pavarde83281      Vardas85735       6.16            6.00
Pavarde65566      Vardas87870       6.16            5.80
Pavarde12719      Vardas18316       6.16            6.20
Pavarde58475      Vardas69031       6.16            6.00
Pavarde96365      Vardas89187       6.16            6.20
Pavarde79043      Vardas14256       6.16            5.60
Pavarde88143      Vardas51367       6.16            6.00
Pavarde32309      Vardas8630        6.16            6.40
Pavarde49321      Vardas61986       6.16            6.40
Pavarde32228      Vardas64335       6.16            6.20
Pavarde66917      Vardas34819       6.16            6.40
Pavarde1341       Vardas63310       6.16            6.40
Pavarde26513      Vardas17918       6.16            5.80
Pavarde69648      Vardas54163       6.16            5.80
Pavarde19226      Vardas21987       6.16            5.80
Pavarde45093      Vardas54459       6.16            5.80
Pavarde86273      Vardas35123       6.16            6.00
Pavarde90529      Vardas73341       6.16            6.20
Pavarde54212      Vardas1711        6.16            5.80
Pavarde41117      Vardas51025       6.16            5.80
Pavarde70244      Vardas6330        6.16            5.80
Pavarde25228      Vardas10254       6.16            6.20
Pavarde61204      Vardas67038       6.16            5.80
Pavarde15105      Vardas97786       6.16            5.60
Pavarde85056      Vardas42650       6.16            5.80
Pavarde4755       Vardas93341       6.16            5.80
Pavarde35303      Vardas87279       6.16            5.80
Pavarde73090      Vardas54597       6.16            5.80
Pavarde99903      Vardas94138       6.16            6.40
Pavarde7031       Vardas27377       6.16            5.80
Pavarde59612      Vardas78052       6.16            6.60
Pavarde84848      Vardas17910       6.16            6.40
Pavarde67995      Vardas98235       6.16            6.20
Pavarde12248      Vardas76026       6.16            6.40
Pavarde34942      Vardas26850       6.16            6.00
Pavarde12774      Vardas42444       6.16            6.20
Pavarde22683      Vardas44568       6.16            6.20
Pavarde29730      Vardas72528       6.16            5.80
Pavarde43423      Vardas33728       6.16            6.00
Pavarde38589      Vardas3382        6.16            6.20
Pavarde41515      Vardas26148       6.16            5.80
Pavarde22661      Vardas88201       6.16            6.60
Pavarde49931      Vardas21043       6.16            5.80
Pavarde46321      Vardas31093       6.16            6.20
Pavarde14934      Vardas32507       6.16            5.80
Pavarde95059      Vardas970         6.16            5.80
Pavarde62997      Vardas10536       6.16            6.00
Pavarde94484      Vardas44013       6.16            5.80
Pavarde47357      Vardas47973       6.16            5.40
Pavarde97465      Vardas4511        6.16            5.80
Pavarde87978      Vardas5266        6.16            6.40
Pavarde31534      Vardas4286        6.16            6.00
Pavarde48845      Vardas70102       6.16            5.80
Pavarde89301      Vardas20534       6.16            6.20
Pavarde81333      Vardas63636       6.16            5.80
Pavarde45474      Vardas74594       6.16            5.60
Pavarde96580      Vardas17886       6.16            6.00
Pavarde38775      Vardas49103       6.16            6.20
Pavarde65841      Vardas80409       6.16            5.80
Pavarde59905      Vardas51282       6.16            6.80
Pavarde9816       Vardas26622       6.16            6.00
Pavarde81701      Vardas28233       6.16            6.00
Pavarde37149      Vardas12189       6.16            5.80
Pavarde48010      Vardas69406       6.16            6.20
Pavarde91881      Vardas3939        6.16            6.40
Pavarde88083      Vardas50046       6.16            6.20
Pavarde57531      Vardas71715       6.16            6.20
Pavarde77958      Vardas77875       6.16            6.40
Pavarde7974       Vardas86064       6.16            5.60
Pavarde46025      Vardas76540       6.16            6.20
Pavarde88514      Vardas79154       6.16            6.00
Pavarde77189      Vardas70199       6.16            6.40
Pavarde9080       Vardas37          6.16            6.40
Pavarde22406      Vardas57450       6.16            5.40
Pavarde87560      Vardas53474       6.16            6.20
Pavarde71134      Vardas65200       6.16            6.00
Pavarde38662      Vardas99346       6.16            6.20
Pavarde12925      Vardas67053       6.16            6.20
Pavarde79720      Vardas24252       6.16            6.40
Pavarde14248      Vardas38802       6.16            6.20
Pavarde40345      Vardas84049       6.16            5.80
Pavarde3107       Vardas97154       6.16            6.80
Pavarde83897      Vardas80356       6.16            6.40
Pavarde28610      Vardas46163       6.16            6.20
Pavarde61003      Vardas65997       6.16            5.80
Pavarde34082      Vardas89457       6.16            6.00
Pavarde61757      Vardas68829       6.16            6.60
Pavarde48872      Vardas91255       6.16            5.80
Pavarde44130      Vardas37947       6.16            5.80
Pavarde44392      Vardas12415       6.16            6.20
Pavarde96844      Vardas17892       6.16            6.00
Pavarde79871      Vardas7502        6.16            6.40
Pavarde14594      Vardas68886       6.16            6.00
Pavarde92900      Vardas28109       6.16            6.20
Pavarde97856      Vardas57740       6.16            5.80
Pavarde7015       Vardas84826       6.16            6.40
Pavarde51488      Vardas70769       6.16            6.40
Pavarde45198      Vardas34930       6.16            5.80
Pavarde74326      Vardas49730       6.16            5.80
Pavarde8125       Vardas16596       6.16            5.80
Pavarde47805      Vardas76445       6.16            6.00
Pavarde14797      Vardas44562       6.16            6.60
Pavarde49403      Vardas62646       6.16            6.40
Pavarde29682      Vardas40416       6.16            6.20
Pavarde79679      Vardas41204       6.16            5.80
Pavarde31259      Vardas96389       6.16            6.40
Pavarde83731      Vardas56550       6.16            6.20
Pavarde51097      Vardas5835        6.16            5.80
Pavarde59455      Vardas22103       6.16            6.80
Pavarde10977      Vardas49066       6.16            5.80
Pavarde19617      Vardas27747       6.16            5.80
Pavarde36859      Vardas88707       6.16            5.80
Pavarde85972      Vardas42775       6.16            6.00
Pavarde92344      Vardas37522       6.16            6.40
Pavarde63262      Vardas11411       6.16            5.80
Pavarde86185      Vardas9925        6.16            6.00
Pavarde63777      Vardas62380       6.16            6.00
Pavarde43994      Vardas18782       6.16            6.40
Pavarde56208      Vardas43374       6.16            6.20
Pavarde63818      Vardas41257       6.16            5.80
Pavarde33426      Vardas77003       6.16            6.60
Pavarde93876      Vardas20945       6.16            6.20
Pavarde76515      Vardas39889       6.16            5.80
Pavarde78290      Vardas47701       6.16            6.00
Pavarde66103      Vardas97390       6.16            5.80
Pavarde80012      Vardas95535       6.16            6.00
Pavarde99939      Vardas62554       6.16            6.40
Pavarde29301      Vardas4947        6.16            6.20
Pavarde79185      Vardas96546       6.16            5.80
Pavarde40525      Vardas70161       6.16            6.20
Pavarde61865      Vardas52770       6.16            6.00
Pavarde37950      Vardas36180       6.16            6.80
Pavarde22724      Vardas78871       6.16            6.00
Pavarde22549      Vardas347         6.16            6.00
Pavarde9424       Vardas93139       6.16            6.60
Pavarde91110      Vardas45417       6.16            6.00
Pavarde6011       Vardas30817       6.16            6.40
Pavarde38920      Vardas69137       6.16            6.00
Pavarde75269      Vardas22723       6.16            6.40
Pavarde6114       Vardas53659       6.16            5.80
Pavarde45115      Vardas98722       6.16            6.20
Pavarde42962      Vardas59177       6.16            6.20
Pavarde89565      Vardas87372       6.16            5.80
Pavarde6433       Vardas15418       6.16            6.20
Pavarde24371      Vardas8160        6.16            5.40
Pavarde54866      Vardas30849       6.16            6.40
Pavarde18425      Vardas37577       6.16            6.20
Pavarde11145      Vardas71319       6.16            5.80
Pavarde32248      Vardas9743        6.16            5.80
Pavarde22131      Vardas92550       6.16            6.20
Pavarde54150      Vardas46558       6.16            6.00
Pavarde9422       Vardas96399       6.16            6.00
Pavarde13395      Vardas531         6.16            6.20
Pavarde8569       Vardas22594       6.16            5.80
Pavarde58896      Vardas41113       6.16            6.20
Pavarde78307      Vardas70348       6.16            6.40
Pavarde26119      Vardas59539       6.16            6.20
Pavarde56019      Vardas82044       6.16            5.80
Pavarde60235      Vardas53020       6.16            6.40
Pavarde17702      Vardas93567       6.16            5.80
Pavarde13883      Vardas98839       6.16            6.20
Pavarde8139       Vardas64792       6.16            5.80
Pavarde82169      Vardas16237       6.16            5.80
Pavarde86699      Vardas12703       6.16            6.40
Pavarde1152       Vardas98196       6.16            6.00
Pavarde19402      Vardas67369       6.16            6.00
Pavarde18106      Vardas7207        6.16            5.80
Pavarde11470      Vardas90770       6.16            5.80
Pavarde29917      Vardas81115       6.16            6.40
Pavarde61490      Vardas25959       6.16            5.80
Pavarde6008       Vardas45305       6.16            6.00
Pavarde99337      Vardas99094       6.16            6.00
Pavarde38649      Vardas65121       6.16            6.40
Pavarde69060      Vardas3075        6.16            5.80
Pavarde5705       Vardas44889       6.16            6.20
Pavarde85427      Vardas66457       6.16            6.00
Pavarde48595      Vardas60457       6.16            6.40
Pavarde46151      Vardas94075       6.16            5.80
Pavarde10917      Vardas58878       6.16            6.40
Pavarde31176      Vardas28146       6.16            6.20
Pavarde85327      Vardas68956       6.16            5.80
Pavarde5147       Vardas97571       6.16            6.80
Pavarde25722      Vardas62044       6.16            6.80
Pavarde74368      Vardas23800       6.16            6.40
Pavarde64050      Vardas59161       6.16            6.00
Pavarde60933      Vardas81432       6.16            6.00
Pavarde44927      Vardas70780       6.16            6.40
Pavarde30948      Vardas13462       6.16            6.00
Pavarde75649      Vardas70948       6.16            5.80
Pavarde6270       Vardas90473       6.16            6.00
Pavarde93334      Vardas74906       6.16            5.80
Pavarde86781      Vardas7306        6.16            6.00
Pavarde65360      Vardas302         6.16            6.00
Pavarde33359      Vardas8713        6.16            6.40
Pavarde32872      Vardas5036        6.16            6.40
Pavarde42798      Vardas69608       6.16            6.20
Pavarde88553      Vardas2344        6.16            6.20
Pavarde32217      Vardas73195       6.16            6.20
Pavarde17804      Vardas78424       6.16            6.20
Pavarde26235      Vardas11986       6.16            6.80
Pavarde80266      Vardas63892       6.16            6.40
Pavarde43799      Vardas28540       6.16            5.40
Pavarde92419      Vardas75965       6.16            5.80
Pavarde8008       Vardas62430       6.16            6.40
Pavarde64505      Vardas43208       6.16            6.40
Pavarde59392      Vardas88685       6.16            5.60
Pavarde39052      Vardas15241       6.16            5.40
Pavarde44456      Vardas74035       6.16            6.60
Pavarde2490       Vardas47810       6.16            6.00
Pavarde9642       Vardas21154       6.16            6.00
Pavarde3769       Vardas87920       6.16            6.00
Pavarde69982      Vardas76238       6.16            6.00
Pavarde7138       Vardas2792        6.16            5.80
Pavarde6204       Vardas8039        6.16            6.20
Pavarde53143      Vardas16063       6.16            5.80
Pavarde10314      Vardas22225       6.16            5.80
Pavarde84765      Vardas16731       6.16            6.40
Pavarde30542      Vardas43944       6.16            6.40
Pavarde47068      Vardas76177       6.16            5.80
Pavarde59005      Vardas21073       6.16            6.20
Pavarde96078      Vardas8818        6.16            5.80
Pavarde96839      Vardas155         6.16            5.80
Pavarde9075       Vardas31370       6.16            6.40
Pavarde82378      Vardas38961       6.16            6.00
Pavarde97345      Vardas18809       6.16            6.20
Pavarde33595      Vardas45099       6.16            6.00
Pavarde68685      Vardas87781       6.16            5.80
Pavarde38419      Vardas4608        6.16            6.40
Pavarde53110      Vardas26874       6.16            6.00
Pavarde48985      Vardas81247       6.16            6.20
Pavarde82844      Vardas10055       6.16            6.00
Pavarde96167      Vardas91002       6.16            5.80
Pavarde19524      Vardas74051       6.16            5.80
Pavarde21138      Vardas2459        6.16            6.00
Pavarde60159      Vardas2152        6.16            5.80
Pavarde59161      Vardas37311       6.16            6.20
Pavarde69048      Vardas75071       6.16            6.20
Pavarde17242      Vardas69005       6.16            6.60
Pavarde82833      Vardas9526        6.16            5.80
Pavarde37096      Vardas74921       6.16            6.20
Pavarde20041      Vardas81768       6.16            6.80
Pavarde7012       Vardas51107       6.16            6.00
Pavarde27706      Vardas21435       6.16            6.00
Pavarde19141      Vardas14782       6.16            6.40
Pavarde69929      Vardas98920       6.16            5.80
Pavarde75306      Vardas53360       6.16            6.00
Pavarde47154      Vardas72161       6.16            6.00
Pavarde93498      Vardas90888       6.16            6.40
Pavarde4726       Vardas40789       6.16            5.80
Pavarde77742      Vardas70752       6.16            6.20
Pavarde31333      Vardas15324       6.16            5.80
Pavarde82014      Vardas10305       6.16            6.00
Pavarde9401       Vardas36624       6.16            6.20
Pavarde80988      Vardas41371       6.16            6.40
Pavarde30218      Vardas83048       6.16            5.80
Pavarde10154      Vardas13300       6.16            5.80
Pavarde52301      Vardas39078       6.16            5.80
Pavarde92691      Vardas78744       6.16            6.20
Pavarde34696      Vardas4828        6.16            5.80
Pavarde86590      Vardas88948       6.16            6.00
Pavarde27384      Vardas61860       6.16            6.20
Pavarde13624      Vardas91455       6.16            6.00
Pavarde16319      Vardas70273       6.16            6.00
Pavarde50634      Vardas49366       6.16            6.00
Pavarde70877      Vardas86430       6.16            5.40
Pavarde42548      Vardas14545       6.16            6.40
Pavarde6984       Vardas89765       6.16            5.40
Pavarde41861      Vardas79235       6.16            5.80
Pavarde73244      Vardas82831       6.16            6.00
Pavarde93859      Vardas86575       6.16            6.20
Pavarde79173      Vardas69253       6.16            6.40
Pavarde65819      Vardas35104       6.16            6.40
Pavarde21670      Vardas48263       6.16            6.40
Pavarde10224      Vardas42949       6.16            5.40
Pavarde27855      Vardas57242       6.16            5.80
Pavarde90966      Vardas80404       6.16            6.40
Pavarde37900      Vardas83221       6.16            6.20
Pavarde67819      Vardas38121       6.16            6.20
Pavarde34126      Vardas4977        6.16            6.00
Pavarde13181      Vardas63180       6.16            5.80
Pavarde31744      Vardas90801       6.16            6.40
Pavarde84778      Vardas10174       6.16            6.40
Pavarde70788      Vardas78755       6.16            6.40
Pavarde71071      Vardas44649       6.16            6.20
Pavarde45361      Vardas99305       6.16            5.80
Pavarde38358      Vardas68584       6.16            6.20
Pavarde61468      Vardas12999       6.16            5.80
Pavarde17772      Vardas79204       6.16            6.00
Pavarde95953      Vardas28698       6.16            6.20
Pavarde30313      Vardas39107       6.16            6.20
Pavarde7818       Vardas16227       6.16            5.60
Pavarde20713      Vardas56439       6.16            6.20
Pavarde34700      Vardas90593       6.16            5.80
Pavarde83852      Vardas74317       6.16            5.80
Pavarde2572       Vardas16970       6.16            6.00
Pavarde76725      Vardas27197       6.16            6.00
Pavarde79932      Vardas59762       6.16            6.20
Pavarde89471      Vardas55741       6.16            5.80
Pavarde80166      Vardas95065       6.16            6.40
Pavarde69240      Vardas93440       6.16            6.60
Pavarde66075      Vardas80730       6.16            6.00
Pavarde90654      Vardas26050       6.16            6.40
Pavarde65040      Vardas48784       6.16            6.40
Pavarde49448      Vardas18199       6.16            6.00
Pavarde79159      Vardas69806       6.16            6.40
Pavarde17262      Vardas85410       6.16            5.80
Pavarde31876      Vardas76462       6.16            6.40
Pavarde81101      Vardas88882       6.16            6.40
Pavarde85287      Vardas80791       6.16            6.20
Pavarde43361      Vardas25839       6.16            6.00
Pavarde64403      Vardas9191        6.16            6.40
Pavarde94767      Vardas7664        6.16            5.80
Pavarde57493      Vardas42988       6.16            6.20
Pavarde52320      Vardas92635       6.16            6.40
Pavarde57041      Vardas21686       6.16            5.60
Pavarde32768      Vardas13854       6.16            6.00
Pavarde31806      Vardas27468       6.16            5.40
Pavarde10308      Vardas39784       6.16            6.00
Pavarde53587      Vardas86602       6.16            6.00
Pavarde59014      Vardas81955       6.16            6.40
Pavarde86803      Vardas87859       6.16            6.20
Pavarde59074      Vardas95153       6.16            5.80
Pavarde3700       Vardas68683       6.16            6.00
Pavarde34590      Vardas18383       6.16            6.00
Pavarde48921      Vardas78289       6.16            6.40
Pavarde8462       Vardas99452       6.16            6.80
Pavarde97867      Vardas60721       6.16            6.00
Pavarde21520      Vardas44556       6.16            6.00
Pavarde3166       Vardas98517       6.16            5.80
Pavarde84676      Vardas65879       6.16            6.20
Pavarde66444      Vardas37353       6.16            6.40
Pavarde93430      Vardas51701       6.16            5.80
Pavarde18300      Vardas25028       6.16            5.80
Pavarde82271      Vardas80249       6.16            6.20
Pavarde79225      Vardas31654       6.16            5.80
Pavarde35892      Vardas41903       6.16            6.40
Pavarde9466       Vardas48798       6.16            6.00
Pavarde91136      Vardas60668       6.16            6.00
Pavarde32492      Vardas34620       6.16            5.80
Pavarde74302      Vardas52824       6.16            5.60
Pavarde67078      Vardas65962       6.16            6.40
Pavarde90279      Vardas5873        6.16            6.00
Pavarde69219      Vardas13976       6.16            6.60
Pavarde66926      Vardas31320       6.16            6.20
Pavarde19635      Vardas53910       6.16            6.80
Pavarde4472       Vardas25741       6.16            5.60
Pavarde61779      Vardas66759       6.16            6.40
Pavarde5230       Vardas27675       6.16            6.00
Pavarde86638      Vardas76768       6.16            6.00
Pavarde38226      Vardas67858       6.16            5.40
Pavarde73313      Vardas89055       6.16            6.20
Pavarde28702      Vardas1097        6.16            6.00
Pavarde53763      Vardas88161       6.16            6.00
Pavarde34157      Vardas5911        6.16            6.00
Pavarde74710      Vardas28292       6.16            6.00
Pavarde85262      Vardas25514       6.16            6.00
Pavarde56023      Vardas94183       6.16            5.80
Pavarde78947      Vardas30345       6.16            6.20
Pavarde69718      Vardas6217        6.16            5.80
Pavarde31134      Vardas74433       6.16            6.20
Pavarde83361      Vardas53354       6.16            6.20
Pavarde97917      Vardas18083       6.16            6.20
Pavarde51977      Vardas15028       6.16            6.20
Pavarde50364      Vardas91142       6.16            5.60
Pavarde54137      Vardas89018       6.16            5.80
Pavarde64483      Vardas82509       6.16            5.80
Pavarde43838      Vardas77765       6.16            6.00
Pavarde92869      Vardas92358       6.16            6.40
Pavarde2914       Vardas14120       6.16            6.40
Pavarde7700       Vardas58967       6.16            5.80
Pavarde87129      Vardas11888       6.16            6.40
Pavarde22140      Vardas10480       6.16            6.20
Pavarde23441      Vardas96162       6.16            5.80
Pavarde55731      Vardas40155       6.16            6.60
Pavarde36394      Vardas25791       6.16            6.20
Pavarde71540      Vardas77065       6.16            6.40
Pavarde25501      Vardas97465       6.16            6.40
Pavarde65982      Vardas33754       6.16            5.60
Pavarde22106      Vardas42521       6.16            6.00
